"","Team","Game","Date","Home","Opponent","WINorLOSS","TeamPoints","OpponentPoints","FieldGoals","FieldGoalsAttempted","FieldGoals.","X3PointShots","X3PointShotsAttempted","X3PointShots.","FreeThrows","FreeThrowsAttempted","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals","Opp.FieldGoalsAttempted","Opp.FieldGoals.","Opp.3PointShots","Opp.3PointShotsAttempted","Opp.3PointShots.","Opp.FreeThrows","Opp.FreeThrowsAttempted","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls"
"501","BOS","50",2015-02-07,"Away","MIL","L","93","96","36","86",".419","7","29",".241","14","20",".700","11","44","20","7","1","11","19","37","75",".493","8","20",".400","14","19",".737","6","40","21","6","6","12","20"
"511","BOS","51",2015-02-11,"Home","ATL","W","89","88","30","93",".323","10","31",".323","19","20",".950","16","56","21","7","4","10","23","33","78",".423","7","29",".241","15","23",".652","5","44","23","6","5","12","17"
"521","BOS","52",2015-02-20,"Away","SAC","L","101","109","40","100",".400","6","22",".273","15","26",".577","19","40","24","14","3","11","23","40","83",".482","8","22",".364","21","26",".808","17","57","26","6","5","24","19"
"531","BOS","53",2015-02-22,"Away","LAL","L","111","118","42","98",".429","8","33",".242","19","27",".704","13","48","27","9","5","16","31","43","84",".512","7","18",".389","25","38",".658","6","46","22","8","4","17","27"
"541","BOS","54",2015-02-23,"Away","PHO","W","115","110","39","89",".438","14","29",".483","23","30",".767","9","42","26","13","1","15","14","44","97",".454","9","32",".281","13","16",".813","15","50","25","9","7","17","24"
"551","BOS","55",2015-02-25,"Home","NYK","W","115","94","42","83",".506","14","31",".452","17","20",".850","8","46","29","6","1","13","26","34","82",".415","2","21",".095","24","31",".774","9","41","19","6","4","13","20"
"561","BOS","56",2015-02-27,"Home","CHO","W","106","98","40","96",".417","14","35",".400","12","15",".800","14","47","24","8","5","8","15","37","82",".451","10","21",".476","14","17",".824","8","48","19","8","7","16","18"
"571","BOS","57",2015-03-01,"Home","GSW","L","101","106","40","109",".367","8","31",".258","13","17",".765","21","60","21","4","3","8","17","40","95",".421","12","34",".353","14","17",".824","15","55","19","4","8","10","18"
"581","BOS","58",2015-03-03,"Away","CLE","L","79","110","31","88",".352","7","28",".250","10","13",".769","11","42","23","4","3","14","21","43","89",".483","10","28",".357","14","14","1.000","12","52","28","10","6","11","18"
"591","BOS","59",2015-03-04,"Home","UTA","W","85","84","33","88",".375","8","27",".296","11","20",".550","12","39","21","5","3","3","20","34","75",".453","3","19",".158","13","21",".619","11","51","21","1","4","13","19"
"601","BOS","60",2015-03-06,"Away","NOP","W","104","98","36","79",".456","10","23",".435","22","25",".880","7","37","19","8","1","11","17","38","80",".475","8","21",".381","14","15",".933","9","45","22","5","6","18","15"
"611","BOS","61",2015-03-08,"Away","ORL","L","98","103","35","89",".393","15","34",".441","13","16",".813","18","48","24","9","3","14","23","38","87",".437","7","22",".318","20","30",".667","18","56","20","8","8","15","15"
"621","BOS","62",2015-03-09,"Away","MIA","W","100","90","39","87",".448","6","25",".240","16","17",".941","16","43","17","7","2","9","25","29","69",".420","4","17",".235","28","34",".824","5","32","15","5","2","13","17"
"631","BOS","63",2015-03-11,"Home","MEM","W","95","92","37","85",".435","8","27",".296","13","17",".765","12","36","28","11","5","16","16","37","78",".474","5","12",".417","13","13","1.000","10","41","21","11","4","21","19"
"641","BOS","64",2015-03-13,"Home","ORL","W","95","88","37","86",".430","10","26",".385","11","20",".550","10","47","19","7","4","16","23","34","80",".425","6","20",".300","14","28",".500","10","50","20","9","4","19","21"
"651","BOS","65",2015-03-14,"Away","IND","W","93","89","35","83",".422","8","28",".286","15","21",".714","9","47","28","7","4","11","18","34","85",".400","9","24",".375","12","15",".800","9","42","16","4","3","14","23"
"661","BOS","66",2015-03-16,"Home","PHI","W","108","89","44","88",".500","8","20",".400","12","15",".800","5","42","27","7","3","11","21","34","84",".405","8","24",".333","13","24",".542","9","40","20","7","4","16","20"
"671","BOS","67",2015-03-18,"Away","OKC","L","118","122","44","84",".524","13","34",".382","17","28",".607","11","39","32","10","5","20","28","42","88",".477","5","19",".263","33","39",".846","18","46","19","12","2","16","26"
"681","BOS","68",2015-03-20,"Away","SAS","L","89","101","35","88",".398","5","20",".250","14","20",".700","14","47","19","10","2","15","19","38","81",".469","5","23",".217","20","23",".870","7","45","31","11","4","13","14"
"691","BOS","69",2015-03-22,"Home","DET","L","97","105","38","105",".362","8","27",".296","13","17",".765","18","59","24","7","5","13","23","39","89",".438","9","26",".346","18","30",".600","11","56","24","5","10","14","21"
"701","BOS","70",2015-03-23,"Away","BRK","W","110","91","47","92",".511","6","22",".273","10","14",".714","8","47","25","7","4","9","21","32","89",".360","1","17",".059","26","30",".867","16","48","15","7","5","11","13"
"711","BOS","71",2015-03-25,"Home","MIA","L","86","93","28","69",".406","5","19",".263","25","37",".676","10","43","16","8","4","16","25","34","77",".442","9","24",".375","16","23",".696","8","38","23","7","6","16","28"
"721","BOS","72",2015-03-27,"Away","NYK","W","96","92","29","69",".420","4","20",".200","34","43",".791","9","44","18","6","1","16","17","38","87",".437","7","24",".292","9","14",".643","9","36","23","9","2","12","31"
"731","BOS","73",2015-03-29,"Home","LAC","L","106","119","39","93",".419","8","31",".258","20","23",".870","9","40","29","8","1","10","32","41","84",".488","13","32",".406","24","40",".600","13","53","28","5","5","12","21"
"741","BOS","74",2015-03-30,"Away","CHO","W","116","104","45","89",".506","9","26",".346","17","23",".739","13","42","28","7","1","7","21","40","85",".471","7","26",".269","17","19",".895","10","40","20","3","6","10","17"
"751","BOS","75",2015-04-01,"Home","IND","W","100","87","39","86",".453","6","27",".222","16","18",".889","7","46","29","9","2","10","23","34","81",".420","6","15",".400","13","23",".565","8","39","17","5","3","12","20"
"761","BOS","76",2015-04-03,"Home","MIL","L","101","110","39","88",".443","8","24",".333","15","16",".938","9","41","19","7","2","16","20","45","85",".529","9","24",".375","11","18",".611","9","45","31","10","6","18","20"
"771","BOS","77",2015-04-04,"Away","TOR","W","117","116","47","97",".485","8","26",".308","15","22",".682","12","44","26","10","4","15","28","40","83",".482","6","23",".261","30","38",".789","9","46","15","7","4","16","22"
"781","BOS","78",2015-04-08,"Away","DET","W","113","103","36","80",".450","8","28",".286","33","34",".971","10","37","20","12","2","11","15","45","84",".536","7","18",".389","6","10",".600","11","41","29","7","5","19","25"
"791","BOS","79",2015-04-10,"Away","CLE","W","99","90","38","84",".452","8","22",".364","15","21",".714","11","43","30","11","2","14","24","32","77",".416","9","34",".265","17","25",".680","12","42","25","4","2","20","21"
"801","BOS","80",2015-04-12,"Home","CLE","W","117","78","46","84",".548","10","24",".417","15","22",".682","6","38","29","20","1","7","22","31","79",".392","3","22",".136","13","19",".684","11","44","18","1","5","24","18"
"811","BOS","81",2015-04-14,"Home","TOR","W","95","93","38","99",".384","6","27",".222","13","15",".867","17","50","24","7","6","14","19","35","80",".438","9","24",".375","14","20",".700","7","43","17","9","9","18","18"
"821","BOS","82",2015-04-15,"Away","MIL","W","105","100","42","85",".494","13","30",".433","8","14",".571","8","38","37","9","5","16","16","41","89",".461","7","21",".333","11","16",".688","16","48","35","7","2","17","17"
"112","BRK","1",2014-10-29,"Away","BOS","L","105","121","39","80",".488","7","19",".368","20","26",".769","9","39","20","6","7","20","21","49","88",".557","8","22",".364","15","23",".652","9","35","28","11","5","12","25"
"212","BRK","2",2014-11-01,"Away","DET","W","102","90","42","87",".483","7","26",".269","11","13",".846","12","48","18","3","3","8","23","32","76",".421","1","17",".059","25","35",".714","10","41","21","3","3","7","15"
"312","BRK","3",2014-11-03,"Home","OKC","W","116","85","44","84",".524","11","23",".478","17","19",".895","9","42","25","11","3","8","21","32","82",".390","8","23",".348","13","21",".619","15","44","14","3","3","17","17"
"412","BRK","4",2014-11-05,"Home","MIN","L","91","98","36","82",".439","8","21",".381","11","17",".647","7","42","17","6","5","18","22","37","90",".411","7","17",".412","17","22",".773","13","51","22","9","4","11","21"
"512","BRK","5",2014-11-07,"Home","NYK","W","110","99","38","74",".514","14","24",".583","20","26",".769","7","42","18","6","6","16","24","37","90",".411","8","19",".421","17","21",".810","15","43","22","7","2","14","24"
"612","BRK","6",2014-11-09,"Home","ORL","W","104","96","40","83",".482","4","14",".286","20","23",".870","14","45","23","10","5","14","21","39","75",".520","8","15",".533","10","16",".625","5","31","25","7","2","17","24"
"712","BRK","7",2014-11-12,"Away","PHO","L","104","112","35","74",".473","9","21",".429","25","32",".781","8","37","17","9","4","19","25","39","81",".481","8","24",".333","26","29",".897","12","44","20","10","2","20","22"
"84","BRK","8",2014-11-13,"Away","GSW","L","99","107","39","89",".438","3","16",".188","18","20",".900","7","41","19","5","2","12","22","41","90",".456","11","34",".324","14","21",".667","14","45","30","7","10","10","16"
"92","BRK","9",2014-11-15,"Away","POR","L","87","97","35","89",".393","1","19",".053","16","17",".941","12","43","15","7","2","9","24","33","78",".423","11","26",".423","20","27",".741","13","47","26","6","3","14","16"
"102","BRK","10",2014-11-17,"Home","MIA","L","83","95","29","70",".414","9","23",".391","16","26",".615","11","35","18","10","5","12","19","31","72",".431","9","27",".333","24","27",".889","10","41","19","6","2","14","24"
"113","BRK","11",2014-11-19,"Home","MIL","L","118","122","44","92",".478","9","31",".290","21","29",".724","10","49","26","7","6","20","25","48","108",".444","5","24",".208","21","28",".750","16","51","23","12","4","13","28"
"122","BRK","12",2014-11-21,"Away","OKC","W","94","92","31","67",".463","5","15",".333","27","30",".900","10","38","17","2","6","18","17","38","85",".447","4","20",".200","12","19",".632","13","36","18","9","9","13","25"
"132","BRK","13",2014-11-22,"Away","SAS","L","87","99","34","91",".374","9","27",".333","10","10","1.000","13","44","24","5","5","11","14","41","79",".519","8","21",".381","9","11",".818","6","48","29","7","9","14","9"
"142","BRK","14",2014-11-26,"Away","PHI","W","99","91","35","71",".493","8","24",".333","21","28",".750","4","40","25","10","7","24","19","34","85",".400","9","24",".375","14","17",".824","13","42","23","11","5","20","24"
"152","BRK","15",2014-11-30,"Home","CHI","L","84","102","32","86",".372","2","14",".143","18","24",".750","7","34","16","9","0","10","25","34","69",".493","7","24",".292","27","34",".794","7","50","19","6","5","19","24"
"162","BRK","16",2014-12-02,"Away","NYK","W","98","93","39","89",".438","6","17",".353","14","20",".700","21","49","22","7","5","14","20","35","81",".432","11","28",".393","12","14",".857","13","40","22","8","3","14","21"
"172","BRK","17",2014-12-03,"Home","SAS","W","95","93","37","90",".411","9","19",".474","12","18",".667","9","54","20","2","2","10","10","36","101",".356","12","32",".375","9","12",".750","18","58","23","5","6","8","19"
"182","BRK","18",2014-12-05,"Home","ATL","L","75","98","30","80",".375","3","18",".167","12","19",".632","9","51","16","4","2","17","21","35","81",".432","13","34",".382","15","24",".625","6","46","22","12","4","10","22"
"192","BRK","19",2014-12-08,"Home","CLE","L","88","110","36","81",".444","4","19",".211","12","19",".632","10","33","25","6","2","12","18","43","90",".478","9","25",".360","15","22",".682","20","55","25","10","5","13","17"
"202","BRK","20",2014-12-10,"Away","CHI","L","80","105","29","88",".330","3","14",".214","19","24",".792","15","44","16","9","5","11","25","37","79",".468","8","22",".364","23","32",".719","15","57","21","6","11","15","18"
"213","BRK","21",2014-12-12,"Home","PHI","W","88","70","36","81",".444","5","20",".250","11","17",".647","13","47","25","16","5","17","15","22","69",".319","11","28",".393","15","20",".750","10","37","18","10","4","23","20"
"222","BRK","22",2014-12-13,"Away","CHO","W","114","87","42","72",".583","16","23",".696","14","20",".700","4","43","29","4","4","13","24","31","79",".392","8","22",".364","17","27",".630","9","34","16","3","4","6","19"
"232","BRK","23",2014-12-16,"Home","MIA","L","91","95","30","77",".390","8","28",".286","23","32",".719","11","37","25","9","2","17","26","33","72",".458","9","24",".375","20","26",".769","7","41","20","9","2","18","23"
"242","BRK","24",2014-12-17,"Away","TOR","L","89","105","35","81",".432","9","27",".333","10","22",".455","14","43","20","3","8","13","16","41","80",".513","10","20",".500","13","19",".684","11","42","24","6","4","9","21"
"252","BRK","25",2014-12-19,"Away","CLE","L","91","95","37","78",".474","9","24",".375","8","12",".667","4","37","23","8","8","16","26","31","77",".403","9","24",".375","24","29",".828","11","44","22","7","4","16","16"
"262","BRK","26",2014-12-21,"Home","DET","W","110","105","40","76",".526","8","20",".400","22","29",".759","3","37","29","9","4","15","18","40","91",".440","9","27",".333","16","26",".615","18","50","26","10","6","13","22"
"272","BRK","27",2014-12-23,"Home","DEN","W","102","96","43","91",".473","6","23",".261","10","14",".714","12","39","21","10","3","9","19","36","82",".439","7","25",".280","17","22",".773","14","51","15","4","4","18","15"
"282","BRK","28",2014-12-26,"Away","BOS","W","109","107","41","83",".494","7","21",".333","20","28",".714","13","43","19","9","3","15","10","45","87",".517","9","24",".375","8","11",".727","5","37","32","8","3","14","23"
"292","BRK","29",2014-12-27,"Home","IND","L","85","110","28","77",".364","7","25",".280","22","27",".815","5","35","15","2","4","15","20","44","86",".512","9","18",".500","13","18",".722","7","45","33","11","5","10","25"
"302","BRK","30",2014-12-29,"Home","SAC","W","107","99","36","80",".450","8","21",".381","27","39",".692","14","40","20","12","3","9","18","37","76",".487","9","20",".450","16","20",".800","11","44","22","5","3","21","26"
"313","BRK","31",2014-12-30,"Away","CHI","W","96","82","36","83",".434","6","14",".429","18","21",".857","10","46","21","9","5","10","17","33","86",".384","8","25",".320","8","15",".533","13","48","22","5","11","12","18"
"322","BRK","32",2015-01-02,"Away","ORL","W","100","98","41","72",".569","7","20",".350","11","18",".611","4","45","26","7","5","22","16","37","88",".420","11","22",".500","13","20",".650","8","37","22","13","3","11","18"
"332","BRK","33",2015-01-04,"Away","MIA","L","84","88","34","86",".395","7","24",".292","9","13",".692","10","38","18","9","6","11","23","31","67",".463","5","14",".357","21","28",".750","8","42","21","8","9","14","20"
"342","BRK","34",2015-01-05,"Home","DAL","L","88","96","33","84",".393","3","25",".120","19","23",".826","7","52","20","5","7","14","21","37","94",".394","10","27",".370","12","19",".632","14","51","24","8","6","10","17"
"352","BRK","35",2015-01-07,"Home","BOS","L","81","89","30","74",".405","3","14",".214","18","26",".692","11","50","18","3","6","17","18","35","88",".398","5","18",".278","14","17",".824","11","41","22","8","2","6","26"
"362","BRK","36",2015-01-09,"Home","PHI","L","88","90","33","73",".452","3","16",".188","19","27",".704","9","42","21","8","3","17","19","36","79",".456","8","17",".471","10","17",".588","11","38","22","15","4","14","22"
"372","BRK","37",2015-01-10,"Away","DET","L","93","98","37","88",".420","9","31",".290","10","10","1.000","9","46","25","6","2","13","23","34","80",".425","11","33",".333","19","26",".731","9","44","27","8","3","10","10"
